v,vw,o,c,h,l,t,n
195597.0,204.0531,204.195,204.0399,204.195,203.99,1754060340000,3711
223321.0,203.915,204.03,203.9,204.055,203.8001,1754060400000,3991
174360.0,203.7791,203.92,203.7856,203.94,203.69,1754060460000,2835
166076.0,203.875,203.76,204.13,204.1464,203.73,1754060520000,2317
188540.0,204.2301,204.13,204.225,204.3323,204.1065,1754060580000,2437
167236.0,204.327,204.21,204.391,204.42,204.16,1754060640000,2357
137498.0,204.3248,204.39,204.34,204.4,204.21,1754060700000,1951
146462.0,204.1812,204.33,204.19,204.33,204.11,1754060760000,2296
190066.0,204.2702,204.175,204.225,204.38,204.16,1754060820000,2514
137774.0,204.1616,204.21,204.1868,204.28,204.0,1754060880000,2414
140049.0,204.2579,204.185,204.4312,204.455,204.15,1754060940000,1991
262618.0,204.4388,204.4399,204.38,204.55,204.34,1754061000000,3623
169390.0,204.463,204.355,204.5401,204.585,204.3,1754061060000,2379
173634.0,204.3139,204.5407,204.11,204.552,204.09,1754061120000,2533
239332.0,203.9141,204.1,203.95,204.1,203.7654,1754061180000,3138
178602.0,203.9672,203.9501,204.05,204.08,203.87,1754061240000,2361
171974.0,204.1835,204.04,204.315,204.37,203.93,1754061300000,2528
156324.0,204.2953,204.325,204.06,204.4,204.06,1754061360000,2416
299042.0,203.9153,204.06,203.8,204.08,203.78,1754061420000,2557
185545.0,203.7166,203.81,203.75,203.82,203.63,1754061480000,2733
158528.0,203.8145,203.75,203.79,203.8899,203.71,1754061540000,2276
235460.0,203.5919,203.78,203.53,203.7967,203.4547,1754061600000,3929
235898.0,203.3768,203.54,203.4101,203.555,203.22,1754061660000,3185
133125.0,203.4663,203.41,203.54,203.57,203.34,1754061720000,2035
149269.0,203.4938,203.53,203.43,203.57,203.41,1754061780000,2183
122285.0,203.4379,203.43,203.43,203.533,203.335,1754061840000,2141
216550.0,203.2595,203.435,203.2668,203.45,203.07,1754061900000,2874
106154.0,203.3235,203.265,203.31,203.4156,203.26,1754061960000,1778
97461.0,203.3607,203.3,203.4056,203.4199,203.28,1754062020000,1561
120045.0,203.3997,203.39,203.32,203.49,203.32,1754062080000,1788
113324.0,203.3896,203.32,203.44,203.455,203.31,1754062140000,1540
126530.0,203.4289,203.42,203.535,203.55,203.32,1754062200000,1987
202310.0,203.7119,203.53,203.73,203.87,203.53,1754062260000,2310
174969.0,203.6403,203.7126,203.59,203.8,203.45,1754062320000,2871
118650.0,203.4809,203.58,203.54,203.6399,203.34,1754062380000,2044
175036.0,203.3765,203.53,203.2831,203.53,203.24,1754062440000,2456
113573.0,203.3566,203.26,203.4392,203.4514,203.225,1754062500000,1817
114048.0,203.5069,203.44,203.58,203.62,203.39,1754062560000,1915
163017.0,203.6277,203.59,203.7401,203.77,203.54,1754062620000,1870
146524.0,203.7927,203.75,203.81,203.87,203.73,1754062680000,1913
124249.0,203.7579,203.82,203.64,203.9,203.62,1754062740000,1830
153830.0,203.7877,203.63,203.95,203.95,203.63,1754062800000,1879
416645.0,203.9146,203.95,204.12,204.23,203.8501,1754062860000,2496
221057.0,204.2643,204.12,204.47,204.48,204.09,1754062920000,2751
242372.0,204.4839,204.4696,204.44,204.59,204.28,1754062980000,2971
106015.0,204.432,204.45,204.43,204.54,204.3301,1754063040000,1720
115220.0,204.4634,204.42,204.49,204.53,204.42,1754063100000,1676
148153.0,204.4747,204.48,204.4,204.6,204.365,1754063160000,1952
128815.0,204.3767,204.409,204.23,204.44,204.23,1754063220000,1882
127726.0,204.2255,204.2251,204.12,204.345,204.1124,1754063280000,1776
129843.0,204.1547,204.1351,204.14,204.2304,204.0709,1754063340000,1816
105487.0,204.1346,204.15,204.1052,204.2,204.0801,1754063400000,1655
197031.0,204.1619,204.1034,204.04,204.11,203.99,1754063460000,2421
153155.0,203.8841,204.0333,203.79,204.0616,203.75,1754063520000,2214
139068.0,203.7669,203.81,203.7204,203.8274,203.7,1754063580000,2005
216622.0,203.9383,203.72,203.96,204.1078,203.675,1754063640000,2605
124487.0,203.8481,203.97,203.73,203.9899,203.68,1754063700000,1912
104623.0,203.6466,203.7014,203.7,203.725,203.585,1754063760000,1820
74660.0,203.7307,203.69,203.7315,203.7899,203.65,1754063820000,1353
150192.0,203.7772,203.73,203.86,203.918,203.625,1754063880000,2027
122293.0,203.737,203.8401,203.73,203.88,203.64,1754063940000,1827
143229.0,203.8208,203.71,203.79,203.99,203.66,1754064000000,1948
151431.0,203.9002,203.79,203.72,204.01,203.72,1754064060000,1970
151117.0,203.6982,203.72,203.6856,203.76,203.62,1754064120000,1951
154469.0,203.7247,203.6859,203.67,203.86,203.626,1754064180000,1987
120431.0,203.7085,203.66,203.705,203.83,203.62,1754064240000,1645
190747.0,203.5545,203.71,203.53,203.71,203.44,1754064300000,2924
95341.0,203.5487,203.5152,203.6856,203.71,203.45,1754064360000,1631
138148.0,203.6091,203.685,203.6496,203.715,203.47,1754064420000,1832
105793.0,203.6059,203.66,203.57,203.72,203.49,1754064480000,1811
128960.0,203.5048,203.577,203.4699,203.61,203.4,1754064540000,2123
188095.0,203.2847,203.47,203.24,203.51,203.1201,1754064600000,2934
210206.0,203.1151,203.24,203.135,203.24,203.011,1754064660000,2896
232421.0,203.0425,203.1399,203.0,203.18,202.965,1754064720000,5475
163914.0,203.2278,203.0,203.17,203.2215,203.0,1754064780000,1880
171727.0,203.0831,203.17,203.15,203.2,202.97,1754064840000,2682
124285.0,203.1058,203.14,203.11,203.18,203.01,1754064900000,2014
241103.0,203.0281,203.11,202.9099,203.21,202.8301,1754064960000,3229
147411.0,203.031,202.91,203.045,203.15,202.9,1754065020000,2152
98122.0,203.0961,203.03,203.05,203.15,203.03,1754065080000,1555
184748.0,202.9626,203.04,202.97,203.06,202.87,1754065140000,2400
134928.0,203.0036,202.98,203.1128,203.14,202.86,1754065200000,2019
192982.0,202.9485,203.12,202.937,203.13,202.81,1754065260000,2888
188643.0,202.7782,202.93,202.8204,202.97,202.6793,1754065320000,2916
127927.0,202.8593,202.82,202.88,202.9378,202.76,1754065380000,1915
169331.0,202.7563,202.87,202.8162,202.9,202.65,1754065440000,2320
165374.0,202.9697,202.82,203.1,203.1,202.7143,1754065500000,2120
134822.0,203.021,203.1,202.891,203.11,202.88,1754065560000,1927
138446.0,202.8542,202.89,202.835,202.92,202.7795,1754065620000,1947
119476.0,202.8315,202.78,202.87,202.92,202.75,1754065680000,1803
111016.0,202.8156,202.89,202.75,202.89,202.74,1754065740000,1727
139493.0,202.7681,202.76,202.86,202.907,202.65,1754065800000,1971
108653.0,202.8148,202.87,202.79,202.8998,202.75,1754065860000,1638
102100.0,202.8314,202.78,202.8193,202.9499,202.7501,1754065920000,1583
132726.0,202.9696,202.81,203.0531,203.105,202.81,1754065980000,1930
151998.0,203.1047,203.0604,203.19,203.2,203.0239,1754066040000,1784
113461.0,203.1788,203.17,203.15,203.28,203.1096,1754066100000,1655
131654.0,203.1578,203.16,203.1736,203.25,203.05,1754066160000,1780
173831.0,203.0972,203.17,203.05,203.2,203.025,1754066220000,2153
143592.0,203.0748,203.04,202.985,203.18,202.97,1754066280000,2019
128755.0,202.966,203.0,203.04,203.07,202.85,1754066340000,1915
95667.0,202.9386,203.06,202.875,203.09,202.85,1754066400000,1714
116908.0,202.7867,202.86,202.6507,202.94,202.62,1754066460000,2035
101592.0,202.7403,202.6547,202.7112,202.8,202.6547,1754066520000,1715
155771.0,202.7691,202.705,202.845,202.8799,202.68,1754066580000,1548
151638.0,202.9096,202.8301,203.03,203.03,202.8101,1754066640000,1580
128033.0,203.0556,203.0,203.1,203.15,202.96,1754066700000,1773
118846.0,203.1747,203.095,203.19,203.24,203.095,1754066760000,1644
97069.0,203.1149,203.18,203.125,203.1901,203.07,1754066820000,1487
109813.0,203.1959,203.12,203.115,203.2895,203.1,1754066880000,1707
84533.0,203.1386,203.11,203.12,203.225,203.09,1754066940000,1580
130186.0,202.8626,203.1,202.72,203.11,202.72,1754067000000,2256
114305.0,202.7516,202.72,202.7699,202.86,202.69,1754067060000,1661
586052.0,202.867,202.76,202.73,202.775,202.69,1754067120000,1460
223280.0,202.606,202.74,202.42,202.7952,202.42,1754067180000,3502
156364.0,202.4084,202.42,202.3778,202.5199,202.31,1754067240000,2215
138966.0,202.3405,202.38,202.2623,202.453,202.23,1754067300000,2046
191585.0,202.1554,202.27,202.06,202.29,202.06,1754067360000,2614
261898.0,202.0545,202.075,202.1399,202.16,201.9801,1754067420000,5290
144836.0,202.0781,202.13,201.98,202.15,201.98,1754067480000,1807
133622.0,202.0387,201.98,202.085,202.12,201.9601,1754067540000,2143
139337.0,202.2097,202.07,202.2999,202.32,202.065,1754067600000,1716
188813.0,202.1777,202.26,202.15,202.365,202.01,1754067660000,2267
106695.0,202.0503,202.15,202.115,202.16,201.96,1754067720000,1898
121345.0,201.9773,202.12,201.94,202.155,201.86,1754067780000,2083
102279.0,201.9564,201.93,201.87,202.06,201.85,1754067840000,1665
201824.0,201.7544,201.88,201.76,201.88,201.62,1754067900000,3004
159233.0,201.8004,201.75,201.89,201.92,201.68,1754067960000,2124
141801.0,201.9543,201.88,201.95,202.04,201.82,1754068020000,2031
179210.0,201.9913,201.96,202.06,202.06,201.9012,1754068080000,2057
130816.0,201.9445,202.06,201.83,202.07,201.8012,1754068140000,1975
160944.0,201.886,201.83,201.82,201.94,201.77,1754068200000,1873
167219.0,201.6563,201.824,201.57,201.824,201.561,1754068260000,2287
162287.0,201.6851,201.59,201.765,201.82,201.54,1754068320000,1854
135252.0,201.7921,201.765,201.74,201.9,201.71,1754068380000,2119
93444.0,201.7707,201.74,201.77,201.875,201.67,1754068440000,1551
95077.0,201.7299,201.7656,201.62,201.815,201.6,1754068500000,1646
151349.0,201.5855,201.63,201.5864,201.69,201.5,1754068560000,2198
95804.0,201.6482,201.55,201.66,201.69,201.55,1754068620000,1370
139850.0,201.6191,201.65,201.74,201.75,201.51,1754068680000,1913
169838.0,201.6497,201.73,201.7,201.76,201.5001,1754068740000,2441
91614.0,201.6425,201.68,201.62,201.74,201.5596,1754068800000,1589
169038.0,201.9521,201.6299,202.105,202.1101,201.6101,1754068860000,2081
148615.0,202.0725,202.09,202.18,202.2,201.91,1754068920000,1831
135544.0,202.2214,202.18,202.2866,202.3,202.11,1754068980000,2040
103951.0,202.1878,202.28,202.071,202.3,202.06,1754069040000,1749
104209.0,202.1197,202.0699,202.1576,202.21,202.0,1754069100000,1672
86014.0,202.138,202.1601,202.09,202.24,202.07,1754069160000,1472
96045.0,202.1916,202.09,202.26,202.2898,202.08,1754069220000,1710
75112.0,202.1257,202.27,202.0852,202.27,202.06,1754069280000,1346
81794.0,202.0336,202.09,201.9825,202.125,201.9679,1754069340000,1483
119919.0,202.2144,201.9801,202.25,202.34,201.98,1754069400000,1885
82726.0,202.1833,202.24,202.1599,202.2955,202.0659,1754069460000,1426
114035.0,202.3293,202.1499,202.38,202.4402,202.14,1754069520000,1655
100795.0,202.3961,202.375,202.28,202.5,202.2628,1754069580000,1660
91074.0,202.1769,202.2804,202.165,202.31,202.1018,1754069640000,1635
81016.0,202.1109,202.165,202.02,202.165,202.01,1754069700000,1462
143522.0,202.0984,202.0,202.07,202.22,201.97,1754069760000,2089
440349.0,202.1749,202.06,201.9,202.06,201.84,1754069820000,2180
132793.0,201.8334,201.9,201.74,201.92,201.73,1754069880000,2047
131755.0,201.7276,201.745,201.705,201.8,201.6301,1754069940000,2089
127410.0,201.7621,201.72,201.8499,201.92,201.67,1754070000000,1751
107787.0,201.9354,201.8396,201.87,202.0,201.82,1754070060000,1684
102883.0,202.0257,201.88,202.0807,202.13,201.88,1754070120000,1596
172332.0,201.9677,202.0888,201.98,202.1099,201.85,1754070180000,1958
127541.0,201.9459,201.97,201.8511,202.02,201.85,1754070240000,1685
107379.0,201.9449,201.85,201.95,202.0914,201.85,1754070300000,1516
243506.0,201.9496,201.945,201.935,202.05,201.86,1754070360000,2468
127763.0,201.8449,201.935,201.85,201.96,201.7,1754070420000,1918
159774.0,201.9871,201.85,202.085,202.1,201.85,1754070480000,1763
184933.0,202.2326,202.0828,202.28,202.31,202.08,1754070540000,1594
161484.0,202.3084,202.28,202.3704,202.4,202.21,1754070600000,2018
140026.0,202.3856,202.3758,202.28,202.47,202.27,1754070660000,1877
138057.0,202.3604,202.28,202.3499,202.43,202.265,1754070720000,2013
150896.0,202.4284,202.33,202.39,202.55,202.31,1754070780000,2235
105465.0,202.3421,202.4,202.2928,202.41,202.29,1754070840000,1592
112780.0,202.3107,202.3,202.23,202.375,202.22,1754070900000,1834
161122.0,202.1224,202.23,202.0162,202.25,201.95,1754070960000,2438
115469.0,202.1113,202.03,202.06,202.23,202.02,1754071020000,1627
117149.0,202.0533,202.05,202.02,202.14,201.98,1754071080000,1787
86683.0,202.1255,202.025,202.218,202.23,202.025,1754071140000,1573
96903.0,202.3829,202.2171,202.54,202.55,202.2171,1754071200000,1522
147115.0,202.6047,202.55,202.53,202.6899,202.52,1754071260000,2002
125712.0,202.472,202.54,202.405,202.59,202.34,1754071320000,1898
161634.0,202.3711,202.41,202.5278,202.5278,202.22,1754071380000,2227
109755.0,202.4887,202.51,202.4608,202.5899,202.39,1754071440000,1961
108990.0,202.4573,202.46,202.5152,202.5899,202.34,1754071500000,1587
131940.0,202.6346,202.515,202.8191,202.82,202.495,1754071560000,1834
143093.0,202.7322,202.8101,202.535,202.8792,202.5209,1754071620000,2202
130414.0,202.6373,202.53,202.7023,202.7319,202.51,1754071680000,1921
249779.0,202.4057,202.6994,202.49,202.75,202.19,1754071740000,3588
125188.0,202.5189,202.47,202.43,202.67,202.41,1754071800000,2177
106863.0,202.4415,202.425,202.405,202.53,202.35,1754071860000,1625
86772.0,202.4586,202.39,202.465,202.51,202.38,1754071920000,1643
116476.0,202.4207,202.485,202.485,202.54,202.35,1754071980000,1961
79811.0,202.5037,202.49,202.48,202.65,202.42,1754072040000,1415
92937.0,202.4614,202.47,202.46,202.5088,202.41,1754072100000,1479
107936.0,202.5336,202.465,202.505,202.59,202.46,1754072160000,1730
104490.0,202.5916,202.51,202.72,202.725,202.47,1754072220000,1719
97228.0,202.7045,202.72,202.68,202.79,202.65,1754072280000,1911
84206.0,202.6972,202.68,202.71,202.75,202.65,1754072340000,1416
70264.0,202.7836,202.7,202.86,202.86,202.685,1754072400000,1261
102437.0,202.7859,202.855,202.75,202.92,202.68,1754072460000,1610
183107.0,203.0413,202.76,203.1512,203.19,202.76,1754072520000,2169
148267.0,203.2234,203.15,203.2624,203.3,203.09,1754072580000,1971
148760.0,203.2813,203.27,203.317,203.35,203.22,1754072640000,1868
135465.0,203.1107,203.323,203.124,203.323,203.02,1754072700000,2002
176788.0,203.4586,203.13,203.64,203.65,203.12,1754072760000,2332
184434.0,203.6215,203.6358,203.6,203.73,203.54,1754072820000,2195
125785.0,203.5471,203.61,203.5173,203.675,203.42,1754072880000,1864
155218.0,203.5467,203.51,203.55,203.55,203.415,1754072940000,1469
93498.0,203.5571,203.55,203.59,203.635,203.47,1754073000000,1717
113531.0,203.61,203.59,203.63,203.655,203.56,1754073060000,1659
123633.0,203.6441,203.63,203.71,203.72,203.58,1754073120000,1948
114621.0,203.5508,203.71,203.47,203.71,203.42,1754073180000,1589
90751.0,203.4848,203.46,203.5299,203.59,203.37,1754073240000,1542
129260.0,203.6944,203.5299,203.88,203.88,203.5299,1754073300000,1681
101989.0,203.8435,203.87,203.92,203.92,203.76,1754073360000,1559
178083.0,203.9373,203.9151,203.815,204.01,203.8,1754073420000,2055
116286.0,203.9579,203.8101,204.02,204.065,203.81,1754073480000,1561
431434.0,203.5833,204.035,204.03,204.07,203.92,1754073540000,1813
132027.0,204.0285,204.05,203.985,204.1001,203.92,1754073600000,1792
89230.0,204.0507,203.995,204.0406,204.11,203.98,1754073660000,1380
131031.0,204.0922,204.0301,204.085,204.145,203.99,1754073720000,1826
121797.0,204.1648,204.0898,204.155,204.22,204.085,1754073780000,1687
115094.0,204.2012,204.17,204.21,204.27,204.12,1754073840000,1375
197473.0,204.1953,204.2169,204.06,204.3212,204.06,1754073900000,2224
107861.0,204.1458,204.08,204.08,204.2412,204.04,1754073960000,1542
149097.0,203.9404,204.07,203.8558,204.09,203.835,1754074020000,2140
127720.0,203.9266,203.855,204.05,204.08,203.81,1754074080000,1976
88422.0,203.9765,204.07,203.99,204.07,203.905,1754074140000,1614
112805.0,203.8911,204.01,203.85,204.02,203.78,1754074200000,1860
169345.0,203.754,203.85,203.725,203.87,203.6923,1754074260000,2123
93651.0,203.6925,203.73,203.665,203.7899,203.61,1754074320000,1481
127415.0,203.6687,203.67,203.65,203.74,203.575,1754074380000,1876
61200.0,203.649,203.641,203.6106,203.71,203.5843,1754074440000,1117
165701.0,203.8823,203.62,203.92,204.04,203.6,1754074500000,2209
91051.0,203.8783,203.92,203.8475,203.97,203.78,1754074560000,1383
88467.0,203.7789,203.87,203.825,203.89,203.685,1754074620000,1655
86160.0,203.9388,203.825,204.01,204.03,203.825,1754074680000,1512
122758.0,203.8826,204.02,203.81,204.05,203.75,1754074740000,1691
94196.0,203.8552,203.81,203.67,204.02,203.65,1754074800000,1624
153785.0,203.8181,203.67,203.865,203.955,203.67,1754074860000,1499
95798.0,203.7573,203.85,203.65,203.88,203.62,1754074920000,1448
111883.0,203.6165,203.64,203.5204,203.7,203.49,1754074980000,1918
137040.0,203.4433,203.53,203.3819,203.55,203.34,1754075040000,1652
130507.0,203.4244,203.38,203.51,203.58,203.32,1754075100000,1811
83805.0,203.5701,203.51,203.5901,203.635,203.4996,1754075160000,1270
100481.0,203.6582,203.6,203.6201,203.73,203.59,1754075220000,1513
94231.0,203.5934,203.6301,203.6401,203.705,203.51,1754075280000,1604
82541.0,203.6791,203.645,203.68,203.7378,203.58,1754075340000,1377
109606.0,203.5527,203.67,203.48,203.6903,203.45,1754075400000,1809
116387.0,203.5761,203.49,203.5699,203.65,203.43,1754075460000,1636
83421.0,203.5891,203.57,203.63,203.65,203.52,1754075520000,1476
196304.0,203.6127,203.615,203.81,203.84,203.42,1754075580000,2329
140858.0,203.7372,203.82,203.6,203.9,203.57,1754075640000,1829
203879.0,203.5716,203.59,203.355,203.65,203.2696,1754075700000,1921
142151.0,203.2516,203.36,203.21,203.3612,203.16,1754075760000,1946
141878.0,203.3559,203.2,203.4601,203.5,203.181,1754075820000,1778
183962.0,203.6168,203.4767,203.775,203.79,203.44,1754075880000,2011
158380.0,203.6372,203.775,203.511,203.78,203.51,1754075940000,2167
123562.0,203.3607,203.51,203.22,203.54,203.19,1754076000000,1794
199647.0,203.0051,203.225,202.94,203.225,202.9,1754076060000,3038
141632.0,203.0615,202.94,203.13,203.1501,202.9399,1754076120000,1656
150723.0,203.3689,203.12,203.52,203.52,203.12,1754076180000,1793
121532.0,203.3741,203.5,203.4199,203.51,203.3,1754076240000,1706
107061.0,203.2743,203.415,203.18,203.43,203.12,1754076300000,1666
85854.0,203.2491,203.185,203.35,203.3787,203.145,1754076360000,1178
104238.0,203.311,203.3507,203.35,203.4,203.24,1754076420000,1553
100751.0,203.3328,203.35,203.21,203.4,203.21,1754076480000,1473
117242.0,203.1632,203.21,203.19,203.22,203.085,1754076540000,1710
373615.0,202.9171,203.18,203.12,203.18,202.65,1754076600000,5573
140923.0,203.103,203.11,203.09,203.175,203.04,1754076660000,2092
128664.0,203.1301,203.08,203.06,203.2191,202.995,1754076720000,1850
111232.0,203.1422,203.065,203.11,203.16,203.04,1754076780000,1656
100875.0,203.0965,203.11,203.075,203.14,203.02,1754076840000,1499
97398.0,203.0429,203.065,202.97,203.1,202.9401,1754076900000,1700
143643.0,202.9345,202.97,202.9693,202.9999,202.7701,1754076960000,1809
130849.0,202.9257,202.97,202.885,203.03,202.84,1754077020000,1921
135756.0,202.8692,202.89,202.85,202.9112,202.81,1754077080000,1866
115269.0,202.8205,202.83,202.78,202.8799,202.775,1754077140000,1733
158563.0,202.7304,202.78,202.79,202.811,202.6,1754077200000,2457
237406.0,202.8834,202.795,202.96,203.0,202.79,1754077260000,2582
143218.0,202.8525,202.97,202.86,202.97,202.77,1754077320000,2020
183404.0,202.7052,202.86,202.62,202.915,202.57,1754077380000,2704
153359.0,202.6409,202.63,202.6404,202.68,202.575,1754077440000,2328
174722.0,202.5964,202.64,202.58,202.68,202.52,1754077500000,2467
250005.0,202.5462,202.585,202.58,202.62,202.425,1754077560000,2711
196871.0,202.7247,202.58,202.85,202.8612,202.55,1754077620000,2454
231892.0,202.9076,202.86,202.7051,203.09,202.705,1754077680000,2821
147971.0,202.7059,202.705,202.75,202.78,202.645,1754077740000,2337
428849.0,202.9294,202.75,202.77,203.55,202.695,1754077800000,5303
300362.0,202.6032,202.75,202.3573,202.825,202.35,1754077860000,3803
309991.0,202.295,202.34,202.26,202.417,202.1799,1754077920000,3946
263871.0,202.309,202.26,202.27,202.42,202.2248,1754077980000,3423
416786.0,202.551,202.27,202.84,202.87,202.27,1754078040000,4524
586813.0,202.6619,202.8,202.5901,203.025,202.44,1754078100000,7384
384009.0,202.611,202.595,202.615,202.71,202.53,1754078160000,4950
